species,chromosome_number
Gigantei_Astragalus_giganteus_P018_WG05,11
Gynophoraria_Astragalus_nutzotinensis_P065_WC06,11
Hedysarum_boreale_P027_WG07,8
Hesperonix_Astragalus_bolanderi_P069_WD04,11
Humillimi_Astragalus_cremnophylax_P073_WB02,NA
Humillimi_Astragalus_gilensis_P072_WG04,11
Humillimi_Astragalus_humillimus_P114_WD06,11
Humillimi_Astragalus_siliceus_P008_WH05,11
Humillimi_Astragalus_troglodytus_P009_WC06,NA
Humillimi_Astragalus_wittmannii_P010_WA09,11
Humistrati_Astragalus_chuskanus_P065_WH12,12
Humistrati_Astragalus_humistratus_P073_WG09,12
Humistrati_Astragalus_micromerius_P069_WH10,NA
Humistrati_Astragalus_sesquiflorus_P008_WH09,NA
Neo_Humistrati_Astragalus_tegetarioides_P069_WC05,NA
Humistrati_Astragalus_tegetarioides_P117_WE02,NA
Hypoleuci_Astragalus_hypoleucus_P026_WB10,14
Inflati_Astragalus_allochrous_P026_WB07,11
Inflati_Astragalus_aquilonius_P065_WA04,NA
Inflati_Astragalus_aridus_P026_WA04,NA
Inflati_Astragalus_diaphanus_P072_WC02,14
Inflati_Astragalus_douglasii_P025_WH12,11
Inflati_Astragalus_endopterus_P075_WE09,NA
Inflati_Astragalus_fastidius_P019_WC12,11
Inflati_Astragalus_geyeri_P072_WG05,NA
Inflati_Astragalus_gilmanii_P073_WA01,NA
Inflati_Astragalus_hornii_P026_WB09,NA
Inflati_Astragalus_idrietorum_P019_WF06,11
Inflati_Astragalus_insularis_P019_WF07,11
Inflati_Astragalus_macrodon_P066_WA05,NA
Inflati_Astragalus_magdalenae_P019_WB05,11
Inflati_Astragalus_moranii_P026_WA08,NA
Inflati_Astragalus_nutans_P112_WA02,11
Inflati_Astragalus_oocarpus_P077_WF07,11
Inflati_Astragalus_palmeri_P024_WC01,NA
Inflati_Astragalus_pardalinus_P067_WD06,NA
Inflati_Astragalus_piscinus_P026_WA10,NA
Inflati_Astragalus_prorifer_P026_WA09,11
Inflati_Astragalus_pubentissimus_P074_WD11,NA
Inflati_Astragalus_sabulonum_P026_WD03,12
Inflati_Astragalus_sanctorum_P026_WA05,NA
Inflati_Astragalus_serpens_P074_WD01,NA
Inflati_Astragalus_sparsiflorus_P009_WE10,NA
Inflati_Astragalus_thurberi_P026_WE01,11
Inflati_Astragalus_wardii_P029_WA09,NA
Inflati_Astragalus_wetherillii_P008_WC04,NA
Inflati_Astragalus_wootonii_P026_WD10,11
Inyoenses_Astragalus_inyoensis_P072_WE04,NA
Jaegeriani_Astragalus_jaegerianus_P073_WG08,NA
Jejuni_Astragalus_jejunus_P073_WG07,NA
Jejuni_Astragalus_limnocharis_P065_WE08,NA
Layneani_Astragalus_layneae_P065_WC11,22
Leptocarpi_Astragalus_albens_P025_WH10,NA
Leptocarpi_Astragalus_arizonicus_P067_WG04,8
Leptocarpi_Astragalus_breweri_P067_WE10,11
Leptocarpi_Astragalus_clarianus_P074_WC07,11
Leptocarpi_Astragalus_coahuilae_P026_WA03,NA
Leptocarpi_Astragalus_emoryanus_P018_WG06,12
Leptocarpi_Astragalus_gentryi_P026_WA09,NA
Leptocarpi_Astragalus_hypoxylus_P026_WC02,NA
Leptocarpi_Astragalus_leptocarpus_P027_WE07,13
Leptocarpi_Astragalus_lindheimeri_P111_WH01,NA
Leptocarpi_Astragalus_mohavensis_P065_WB10,12
Leptocarpi_Astragalus_nothoxys_P026_WB02,14
Leptocarpi_Astragalus_nuttallianus_P026_WB01,12
Leptocarpi_Astragalus_nyensis_P066_WF12,13
Leptocarpi_Astragalus_parvus_P026_WC03,15
Neo_Leptocarpi_Astragalus_pauperculus_P067_WH05,12
Leptocarpi_Astragalus_rattanii_P009_WD10,11
Leptocarpi_Astragalus_tener_P007_WH01,11
Leptocarpi_Astragalus_tricarinatus_P007_WG01,NA
Lessertia_capitata_P032_WA09,NA
Lonchocarpi_Astragalus_aequalis_P070_WH08,NA
Lonchocarpi_Astragalus_coltonii_P114_WC01,NA
Lonchocarpi_Astragalus_cronquistii_P072_WG11,NA
Lonchocarpi_Astragalus_duchesnensis_P075_WE12,NA
Neo_Lonchocarpi_Astragalus_episcopus_P065_WG07,11
Lonchocarpi_Astragalus_episcopus_P074_WD03,11
Lonchocarpi_Astragalus_hamiltonii_P073_WA05,NA
Lonchocarpi_Astragalus_lonchocarpus_P069_WH05,11
Lonchocarpi_Astragalus_nidularius_P067_WF05,NA
Lonchocarpi_Astragalus_pinonis_P067_WB01,NA
Lonchocarpi_Astragalus_ripleyi_P028_WH12,NA
Lonchocarpi_Astragalus_titanophilus_P008_WC02,NA
Lotiflori_Astragalus_lotiflorus_P066_WD08,13
Lutosi_Astragalus_lutosus_P024_WC05,NA
Malaci_Astragalus_chamaemeniscus_P071_WE02,NA
Malaci_Astragalus_cibarius_P072_WD07,11
Malaci_Astragalus_cimae_P073_WE08,NA
Malaci_Astragalus_ensiformis_P075_WD05,NA
Malaci_Astragalus_malacoides_P065_WC12,NA
Malaci_Astragalus_malacus_P111_WH04,NA
Malaci_Astragalus_minthorniae_P024_WC06,NA
Malaci_Astragalus_vallaris_P074_WA06,NA
Megacarpi_Astragalus_beckwithii_P069_WC11,11
Megacarpi_Astragalus_megacarpus_P065_WC10,NA
Megacarpi_Astragalus_oophorus_P024_WC02,NA
Micranthi_Astragalus_clevelandii_P074_WC06,NA
Micranthi_Astragalus_daleae_P026_WA01,NA
Micranthi_Astragalus_goldmanii_P026_WA05,15
Micranthi_Astragalus_hartwegii_P025_WH11,14
Micranthi_Astragalus_vaccarum_P026_WD11,14
Microlobium_Astragalus_didymocarpus_P071_WE12,12
Microlobium_Astragalus_gambelianus_P072_WG06,11
Minerales_Astragalus_molybdenus_P066_WH11,NA
Miselli_Astragalus_arthurii_P069_WE02,12
Miselli_Astragalus_carminis_P026_WB03,NA
Miselli_Astragalus_congdonii_P073_WB06,13
Miselli_Astragalus_howellii_P072_WG02,NA
Miselli_Astragalus_misellus_P065_WD11,NA
Miselli_Astragalus_oniciformis_P065_WC05,NA
Miselli_Astragalus_paysonii_P071_WD02,NA
Miselli_Astragalus_straturensis_P009_WC10,11
Miselli_Astragalus_toquimanus_P008_WC08,NA
Miselli_Astragalus_umbraticus_P008_WE03,NA
Mollissimi_Astragalus_nutriosensis_P065_WD01,NA
Monoenses_Astragalus_monoensis_P065_WC07,11
Monoenses_Astragalus_perianus_P072_WF07,NA
Monoenses_Astragalus_pulsiferae_P009_WF02,NA
Monoenses_Astragalus_tiehmii_P008_WE06,NA
Neglecti_Astragalus_neglectus_P065_WB08,11
Neonix_Astragalus_mulfordiae_P068_WA11,NA
Neonix_Astragalus_peckii_P071_WD01,NA
Neonix_Astragalus_yoder-williamsii_P065_WH07,NA
Neviniani_Astragalus_nevinii_P111_WH03,NA
Neviniani_Astragalus_traskiae_P111_WD09,NA
Nudi_Astragalus_serenoi_P010_WA08,11
Ocreati_Astragalus_flavus_P029_WA04,NA
Ocreati_Astragalus_moencoppensis_P066_WA12,NA
Ocreati_Astragalus_sophoroides_P009_WC11,NA
Onobrychis_conferta_P030_WG06,8
Oocalyces_Astragalus_oocalycis_P065_WG03,12
Oroboidei_Astragalus_eucosmus_P074_WD06,8
GF_Epiglottis_Astragalus_epiglottis_P014_WD04,8
Oxytropis_adamsiana,16
Oxytropis_albana,NA
Oxytropis_arctica,48
Oxytropis_aspera,NA
Oxytropis_aucheri,NA
Oxytropis_bella,NA
Oxytropis_besseyi,8
Oxytropis_bicolor,NA
Oxytropis_campanulata,16
Oxytropis_campestris,24
Oxytropis_chionobia,NA
Oxytropis_ciliata,NA
Oxytropis_czukotica,16
Oxytropis_deflexa,8
Oxytropis_eriocarpa,8
Oxytropis_exserta,8
Oxytropis_falcata,NA
Oxytropis_grandiflora,16
Oxytropis_hirta,8
Oxytropis_humifusa,NA
Oxytropis_immersa,NA
Oxytropis_jacquinii,NA
Oxytropis_jonesii,NA
Oxytropis_jordalii,16
Oxytropis_kansuensis,NA
Oxytropis_kobukensis,40
Oxytropis_koyukukensis,24
Oxytropis_lagopus,NA
Oxytropis_lambertii,24
Oxytropis_lapponica,8
Oxytropis_macrocarpa,NA
Oxytropis_maydelliana,48
Oxytropis_melanocalyx,NA
Oxytropis_mertensiana,8
Oxytropis_michelsonii,8
Oxytropis_microphylla,8
Oxytropis_mollis,NA
Oxytropis_multiceps,NA
Oxytropis_nana,NA
Oxytropis_neglecta,8
Oxytropis_nigrescens,8
Oxytropis_nutans,NA
Oxytropis_obnapiformis,NA
Oxytropis_ochotensis,32
Oxytropis_ochrocephala,NA
Oxytropis_ochroleuca,NA
Oxytropis_oreophila,NA
Oxytropis_oxyphylloides,8
Oxytropis_parryi,8
Oxytropis_pauciflora,NA
Oxytropis_pilosa,8
Oxytropis_podoloba,NA
Oxytropis_poncinsii,NA
Oxytropis_qinghaiensis,NA
Oxytropis_racemosa,NA
Oxytropis_recognita,NA
Oxytropis_riparia,8
Oxytropis_roseiformis,NA
Oxytropis_savellanica,8
Oxytropis_scammaniana,16
Oxytropis_sericea,24
Oxytropis_splendens,8
Oxytropis_squammulosa,8
Oxytropis_strobilacea,8
Oxytropis_talassica,NA
Oxytropis_taochensis,NA
Oxytropis_tianschanica,8
Oxytropis_vassilievii,NA
Oxytropis_viscida,8
Oxytropis_williamsii,NA
Oxytropis_yunnanensis,12
Pachyphyllus_Astragalus_asclepiadoides_P066_WF07,NA
Pachypodes_Astragalus_pachypus_P066_WF08,11
Panamintenses_Astragalus_panamintensis_P065_WH08,NA
Pectinati_Astragalus_grayi_P072_WH06,22
Pectinati_Astragalus_linifolius_P068_WC11,NA
Pectinati_Astragalus_nelsonianus_P067_WF06,NA
Pectinati_Astragalus_osterhoutii_P065_WC03,NA
Pectinati_Astragalus_pectinatus_P028_WF08,11
Pectinati_Astragalus_rafaelensis_P009_WE06,NA
Pectinati_Astragalus_saurinus_P009_WB02,NA
Pectinati_Astragalus_toanus_P008_WC06,NA
Phyllolobium_donianum_P009_WF08,NA
Phyllolobium_tribulifolium_P005_WB05,NA
Phylollobium_balfourianum_P013_WD09,NA
Phylollobium_balfourianum_P075_WD04,NA
Phylollobium_tribulifolium_P117_WC12,8
Platytropides_Astragalus_amblytropis_P066_WE08,NA
Platytropides_Astragalus_amnis-amissi_P069_WD01,12
Platytropides_Astragalus_platytropis_P009_WF01,NA
Podlechiella_vogelii_P014_WC12,8
Astragalus_hosackioides_P074_WF03,NA
Podosclerocarpi_Astragalus_sinuatus_P009_WD02,11
Podosclerocarpi_Astragalus_speirocarpus_P009_WE09,11
Polares_Astragalus_bodinii_P066_WB07,16
Polares_Astragalus_polaris_P063_WE12,12
Porrecti_Astragalus_porrectus_P074_WD07,NA
Preussiani_Astragalus_crotalariae_P028_WE10,12
Preussiani_Astragalus_debequaeus_P072_WE10,NA
Preussiani_Astragalus_eastwoodiae_P075_WE11,NA
Preussiani_Astragalus_iselyi_P073_WG10,NA
Preussiani_Astragalus_mokiacensis_P066_WB12,NA
Preussiani_Astragalus_praelongus_P073_WE05,12
Preussiani_Astragalus_preussii_P009_WB03,NA
Preussiani_Astragalus_sabulosus_P009_WD12,13
Pruniformes_Astragalus_accidens_P026_WA11,13
Pterocarpi_Astragalus_casei_P026_WA02,NA
Pterocarpi_Astragalus_pterocarpus_P073_WE06,NA
Pterocarpi_Astragalus_tetrapterus_P008_WF11,NA
Reventi-arrecti_Astragalus_ackermanii_P064_WF07,NA
Reventi-arrecti_Astragalus_adanus_P067_WH11,NA
Reventi-arrecti_Astragalus_atropubescens_P065_WE10,11
Reventi-arrecti_Astragalus_eremiticus_P029_WA06,11
Reventi-arrecti_Astragalus_obscurus_P065_WB11,NA
Reventi-arrecti_Astragalus_orcuttianus_P026_WA12,NA
Reventi-arrecti_Astragalus_remotus_P117_WE01,NA
Reventi-arrecti_Astragalus_reventus_P009_WD06,NA
Reventi-arrecti_Astragalus_scaphoides_P114_WB12,NA
Reventi-arrecti_Astragalus_sheldonii_P008_WH08,12
Reventi-arrecti_Astragalus_terminalis_P111_WH12,NA
S.Am._Astragalus_amatus_P045_WH05,13
S.Am._Astragalus_arequipensis_P045_WH10,12
S.Am._Astragalus_arnottianus_P067_WF04,13
S.Am._Astragalus_bellus_P026_WB12,11
S.Am._Astragalus_bergii_P076_WB02,13
S.Am._Astragalus_berteri_P065_WH05,8
S.Am._Astragalus_berterianus_P045_WH09,NA
S.Am._Astragalus_brackenridgei_P066_WC09,NA
S.Am._Astragalus_burkartii_P066_WA02,12
S.Am._Astragalus_bustillosii_P006_WG03,NA
S.Am._Astragalus_chamissonis_P006_WF10,NA
S.Am._Astragalus_chubutensis_P065_WC08,NA
S.Am._Astragalus_cochabambensis_P065_WB07,NA
S.Am._Astragalus_coquimbensis_P046_WA01,NA
S.Am._Astragalus_cruckshanksii_P006_WH02,14
S.Am._Astragalus_crymophilus_P070_WB11,NA
S.Am._Astragalus_cryptanthus_P006_WG05,NA
S.Am._Astragalus_curvicaulis_P066_WG10,11
S.Am._Astragalus_darumbium_P040_WC01,11
S.Am._Astragalus_dodtii_P031_WG10,NA
S.Am._Astragalus_garbancillo_P019_WC11,13
S.Am._Astragalus_geminiflorus_P065_WG01,14
S.Am._Astragalus_illinii_P065_WF04,14
S.Am._Astragalus_limariensis_P006_WG07,11
S.Am._Astragalus_looseri_P070_WH01,NA
S.Am._Astragalus_micranthellus_P046_WA05,13
S.Am._Astragalus_minimus_P065_WA03,13
S.Am._Astragalus_minutissimus_P040_WC08,NA
S.Am._Astragalus_monticola_P006_WE07,NA
S.Am._Astragalus_neuquenensis_P072_WB05,14
S.Am._Astragalus_nivicola_P066_WB11,NA
S.Am._Astragalus_nudus_P006_WF03,NA
S.Am._Astragalus_palenae_P065_WB05,13
S.Am._Astragalus_paposanus_P046_WA06,11
S.Am._Astragalus_peruvianus_P074_WC05,11
S.Am._Astragalus_pickeringii_P072_WD12,NA
S.Am._Astragalus_pissisi_P040_WE09,NA
S.Am._Astragalus_pusillus_P009_WC07,NA
S.Am._Astragalus_richii_P009_WC03,NA
S.Am._Astragalus_romasanus_P026_WA06,NA
S.Am._Astragalus_sanctae-crucis_P009_WC09,NA
S.Am._Astragalus_sprucei_P009_WC05,NA
S.Am._Astragalus_tarijensis_P009_WC04,13
S.Am._Astragalus_triflorus_P007_WF11,NA
S.Am._Astragalus_uniflorus_P009_WC02,NA
S.Am._Astragalus_valerianensis_P009_WE03,NA
S.Am._Astragalus_verticillatus_P006_WG04,NA
S.Am._Astragalus_vesiculosus_P074_WA04,13
S.Am._Astragalus_weberbaueri_P009_WG08,NA
S.Am._Astragalus_weddellianus_P009_WG10,NA
S.Am._Inflati_Astragalus_gruinus_P026_WA07,11
Sarcocarpi_Astragalus_bibullatus_P026_WA10,NA
Sarcocarpi_Astragalus_crassicarpus_P028_WA05,11
Sarcocarpi_Astragalus_gypsodes_P073_WA04,12
Sarcocarpi_Astragalus_plattensis_P028_WE07,NA
Sarcocarpi_Astragalus_sanguineus_P026_WB11,NA
Scaposi_Astragalus_calycosus_P074_WG07,11
Scutanei_Astragalus_brazoensis_P066_WG01,NA
Scutanei_Astragalus_scutaneus_P026_WA04,NA
Scytocarpi_Astragalus_flexuosus_P072_WB08,11
Scytocarpi_Astragalus_fucatus_P072_WH02,11
Scytocarpi_Astragalus_gracilis_P073_WF08,NA
Scytocarpi_Astragalus_hallii_P073_WA02,11
Scytocarpi_Astragalus_pictiformis_P071_WD04,22
Scytocarpi_Astragalus_proximus_P074_WD05,11
Scytocarpi_Astragalus_puniceus_P073_WB01,11
Scytocarpi_Astragalus_shevockii_P008_WH06,NA
Scytocarpi_Astragalus_subcinereus_P073_WH04,NA
Scytocarpi_Astragalus_wingatanus_P007_WG06,11
Scytocarpi_Uliginosi_Astragalus_castetteri_P069_WF02,11
Smirnowia_turkestana_P103_WF11,8
Solitarii_Astragalus_alvordensis_P066_WE12,NA
Solitarii_Astragalus_solitarius_P009_WD01,NA
Sphaerophysa_salsula_P023_WG07,8
Strigulosi_Astragalus_altus_P076_WA12,11
Strigulosi_Astragalus_cobrensis_P072_WD05,11
Strigulosi_Astragalus_egglestonii_P075_WE10,11
Strigulosi_Astragalus_guatemalensis_P026_WB05,15
Strigulosi_Astragalus_hidalgensis_P026_WB08,NA
Strigulosi_Astragalus_jaliscensis_P018_WH06,NA
Strigulosi_Astragalus_longissimus_P026_WC04,11
Strigulosi_Astragalus_micranthus_P026_WB06,NA
Strigulosi_Astragalus_pennellianus_P026_WC01,NA
Strigulosi_Astragalus_recurvus_P009_WD08,11
Strigulosi_Astragalus_rusbyi_P010_WB01,11
Strigulosi_Astragalus_tolucanus_P026_WB04,NA
Succumbentes_Astragalus_succumbens_P009_WE04,12
Sutherlandia_microphylla_P024_WD09,NA
Swainsona_formosa_P010_WG10,8
Tiopsidei_Astragalus_scopulorum_P009_WB09,11
Tragacantha_angarensis_P100_WD02,NA
Trichopodi_Astragalus_asymmetricus_P111_WH11,11
Trichopodi_Astragalus_oxyphysopsis_P026_WA07,NA
Trichopodi_Astragalus_trichopodus_P026_WD12,11
Tweedyani_Astragalus_tweedyi_P007_WH02,NA
Uliginosi_Astragalus_canadensis_P028_WA06,8
Uliginosi_Astragalus_oreganus_P075_WD12,NA
Neo_unranked_Astragalus_applegatii_P066_WF02,NA
Neo_unranked_Astragalus_austinae_P070_WA03,NA
Villosi_Astragalus_distortus_P028_WE12,NA
Villosi_Astragalus_obcordatus_P029_WC04,NA
Villosi_Astragalus_soxmaniorum_P029_WA07,NA
Villosi_Astragalus_villosus_P028_WE09,NA
Wisteria_sinensis_P077_WG05,8
Woodruffiani_Astragalus_woodruffii_P007_WG05,NA